density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
PN-C02-003-D0006,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,133.094253254,134.094253254,1.000000000,2.649096443
PN-C02-003-D0007,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,158.094253254,159.094253254,1.000000000,2.647134144
PN-C02-003-D0008,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,183.094253254,184.094253254,1.000000000,2.623051831
PN-C02-003-D0009,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,208.094253254,209.094253254,1.000000000,2.611580601
PN-C02-003-D0010,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,233.094253254,234.094253254,1.000000000,2.659268615
PN-C02-003-D0011,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,258.094253254,259.094253254,1.000000000,2.626216165
PN-C02-003-D0012,PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,283.094253254,284.094253254,1.000000000,2.653742254
PN-C02-004-D0001,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,19.970613533,20.970613533,1.000000000,2.698375319
PN-C02-004-D0002,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,44.970613533,45.970613533,1.000000000,2.659692320
PN-C02-004-D0003,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,69.970613533,70.970613533,1.000000000,2.717470108
PN-C02-004-D0004,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,94.970613533,95.970613533,1.000000000,2.708635566
PN-C02-004-D0005,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,119.970613533,120.970613533,1.000000000,2.700349961
PN-C02-004-D0006,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,144.970613533,145.970613533,1.000000000,2.623485705
PN-C02-004-D0007,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,169.970613533,170.970613533,1.000000000,2.670313010
PN-C02-004-D0008,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,194.970613533,195.970613533,1.000000000,2.694472109
PN-C02-004-D0009,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,219.970613533,220.970613533,1.000000000,2.663770816
PN-C02-004-D0010,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,244.970613533,245.970613533,1.000000000,2.634712097
PN-C02-004-D0011,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,269.970613533,270.970613533,1.000000000,2.633579911
PN-C02-004-D0012,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,294.970613533,295.970613533,1.000000000,2.627193596
PN-C02-004-D0013,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,319.970613533,320.970613533,1.000000000,2.633598278
PN-C02-004-D0014,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,344.970613533,345.970613533,1.000000000,2.636464672
PN-C02-004-D0015,PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,369.970613533,370.970613533,1.000000000,2.601759075
PN-C02-005-D0001,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,14.349712946,15.349712946,1.000000000,2.734587414
PN-C02-005-D0002,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,39.349712946,40.349712946,1.000000000,2.671052334
PN-C02-005-D0003,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,64.349712946,65.349712946,1.000000000,2.713951935
PN-C02-005-D0004,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,89.349712946,90.349712946,1.000000000,2.701932774
PN-C02-005-D0005,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,114.349712946,115.349712946,1.000000000,2.688510852
PN-C02-005-D0006,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,139.349712946,140.349712946,1.000000000,2.697893485
PN-C02-005-D0007,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,164.349712946,165.349712946,1.000000000,2.711771590
PN-C02-005-D0008,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,189.349712946,190.349712946,1.000000000,2.717208693
PN-C02-005-D0009,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,214.349712946,215.349712946,1.000000000,2.704702312
PN-C02-005-D0010,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,239.349712946,240.349712946,1.000000000,2.650393930
PN-C02-005-D0011,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,264.349712946,265.349712946,1.000000000,2.646148322
PN-C02-005-D0012,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,289.349712946,290.349712946,1.000000000,2.612928119
PN-C02-005-D0013,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,314.349712946,315.349712946,1.000000000,2.659077492
PN-C02-005-D0014,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,339.349712946,340.349712946,1.000000000,2.653334526
PN-C02-005-D0015,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,364.349712946,365.349712946,1.000000000,2.639829226
PN-C02-005-D0016,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,389.349712946,390.349712946,1.000000000,2.624921210
PN-C02-005-D0017,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,414.349712946,415.349712946,1.000000000,2.638802157
PN-C02-005-D0018,PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,439.349712946,440.349712946,1.000000000,2.662030233
PN-C02-006-D0001,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,15.080649393,16.080649393,1.000000000,2.692888708
PN-C02-006-D0002,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,40.080649393,41.080649393,1.000000000,2.735879367
PN-C02-006-D0003,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,65.080649393,66.080649393,1.000000000,2.690297550
PN-C02-006-D0004,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,90.080649393,91.080649393,1.000000000,2.723163684
PN-C02-006-D0005,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,115.080649393,116.080649393,1.000000000,2.718640605
PN-C02-006-D0006,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,140.080649393,141.080649393,1.000000000,2.703714391
PN-C02-006-D0007,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,165.080649393,166.080649393,1.000000000,2.690704303
PN-C02-006-D0008,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,190.080649393,191.080649393,1.000000000,2.683739624
PN-C02-006-D0009,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,215.080649393,216.080649393,1.000000000,2.725078066
PN-C02-006-D0010,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,240.080649393,241.080649393,1.000000000,2.664723026
PN-C02-006-D0011,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,265.080649393,266.080649393,1.000000000,2.733320488
PN-C02-006-D0012,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,290.080649393,291.080649393,1.000000000,2.636869247
PN-C02-006-D0013,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,315.080649393,316.080649393,1.000000000,2.617244231
PN-C02-006-D0014,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,340.080649393,341.080649393,1.000000000,2.664954435
PN-C02-006-D0015,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,365.080649393,366.080649393,1.000000000,2.642288575
PN-C02-006-D0016,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,390.080649393,391.080649393,1.000000000,2.667969226
PN-C02-006-D0017,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,415.080649393,416.080649393,1.000000000,2.632191325
PN-C02-006-D0018,PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,440.080649393,441.080649393,1.000000000,2.616190199
PN-C02-007-D0001,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,13.259033446,14.259033446,1.000000000,2.633233547
PN-C02-007-D0002,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,38.259033446,39.259033446,1.000000000,2.615625048
PN-C02-007-D0003,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,63.259033446,64.259033446,1.000000000,2.615217262
PN-C02-007-D0004,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,88.259033446,89.259033446,1.000000000,2.622333828
PN-C02-007-D0005,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,113.259033446,114.259033446,1.000000000,2.636461990
PN-C02-007-D0006,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,138.259033446,139.259033446,1.000000000,2.664901773
PN-C02-007-D0007,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,163.259033446,164.259033446,1.000000000,2.654447228
PN-C02-007-D0008,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,188.259033446,189.259033446,1.000000000,2.660715338
PN-C02-007-D0009,PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,213.259033446,214.259033446,1.000000000,2.629019161
PN-C02-008-D0001,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,9.077911731,10.077911731,1.000000000,2.166370796
PN-C02-008-D0002,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,34.077911731,35.077911731,1.000000000,2.634169155
PN-C02-008-D0003,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,59.077911731,60.077911731,1.000000000,2.682175738
PN-C02-008-D0004,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,84.077911731,85.077911731,1.000000000,2.647695164
PN-C02-008-D0005,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,109.077911731,110.077911731,1.000000000,2.649048297
PN-C02-008-D0006,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,134.077911731,135.077911731,1.000000000,2.633849714
PN-C02-008-D0007,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,159.077911731,160.077911731,1.000000000,2.653279997
PN-C02-008-D0008,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,184.077911731,185.077911731,1.000000000,2.665015451
PN-C02-008-D0009,PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,209.077911731,210.077911731,1.000000000,2.672486757
PN-C02-009-D0001,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,19.111412484,20.111412484,1.000000000,2.636650108
PN-C02-009-D0002,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,44.111412484,45.111412484,1.000000000,2.637459917
PN-C02-009-D0003,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,69.111412484,70.111412484,1.000000000,2.670576680
PN-C02-009-D0004,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,94.111412484,95.111412484,1.000000000,2.674568844
PN-C02-009-D0005,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,119.111412484,120.111412484,1.000000000,2.666873362
PN-C02-009-D0006,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,144.111412484,145.111412484,1.000000000,2.646220410
PN-C02-009-D0007,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,169.111412484,170.111412484,1.000000000,2.634725057
PN-C02-009-D0008,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,194.111412484,195.111412484,1.000000000,2.666129227
PN-C02-009-D0009,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,219.111412484,220.111412484,1.000000000,2.637611538
PN-C02-009-D0010,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,244.111412484,245.111412484,1.000000000,2.612547898
PN-C02-009-D0011,PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,269.111412484,270.111412484,1.000000000,2.641854698
PN-C02-010-D0001,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,22.387016603,23.387016603,1.000000000,2.722977958
PN-C02-010-D0002,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,47.387016603,48.387016603,1.000000000,2.706015474
PN-C02-010-D0003,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,72.387016603,73.387016603,1.000000000,2.613247549
PN-C02-010-D0004,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,97.387016603,98.387016603,1.000000000,2.626097715
PN-C02-010-D0005,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,122.387016603,123.387016603,1.000000000,2.626082303
PN-C02-010-D0006,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,147.387016603,148.387016603,1.000000000,2.657946206
PN-C02-010-D0007,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,172.387016603,173.387016603,1.000000000,2.610043059
PN-C02-010-D0008,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,197.387016603,198.387016603,1.000000000,2.644467141
PN-C02-010-D0009,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,222.387016603,223.387016603,1.000000000,2.680720885
PN-C02-010-D0010,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,247.387016603,248.387016603,1.000000000,2.607150542
PN-C02-010-D0011,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,272.387016603,273.387016603,1.000000000,2.631476537
PN-C02-010-D0012,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,297.387016603,298.387016603,1.000000000,2.632984398
PN-C02-010-D0013,PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,322.387016603,323.387016603,1.000000000,2.680250692
PN-C02-011-D0001,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,13.419789038,14.419789038,1.000000000,2.735804647
PN-C02-011-D0002,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,38.419789038,39.419789038,1.000000000,2.749065925
PN-C02-011-D0003,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,63.419789038,64.419789038,1.000000000,2.700585621
PN-C02-011-D0004,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,88.419789038,89.419789038,1.000000000,2.724030955
PN-C02-011-D0005,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,113.419789038,114.419789038,1.000000000,2.720972492
PN-C02-011-D0006,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,138.419789038,139.419789038,1.000000000,2.622049317
PN-C02-011-D0007,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,163.419789038,164.419789038,1.000000000,2.636384731
PN-C02-011-D0008,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,188.419789038,189.419789038,1.000000000,2.614436635
PN-C02-011-D0009,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,213.419789038,214.419789038,1.000000000,2.632314664
PN-C02-011-D0010,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,238.419789038,239.419789038,1.000000000,2.644637863
PN-C02-011-D0011,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,263.419789038,264.419789038,1.000000000,2.662932657
PN-C02-011-D0012,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,288.419789038,289.419789038,1.000000000,2.641574954
PN-C02-011-D0013,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,313.419789038,314.419789038,1.000000000,2.625879491
PN-C02-011-D0014,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,338.419789038,339.419789038,1.000000000,2.601932834
PN-C02-011-D0015,PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,363.419789038,364.419789038,1.000000000,2.646999344
PN-C02-012-D0001,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,23.136179378,24.136179378,1.000000000,2.712821280
PN-C02-012-D0002,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,48.136179378,49.136179378,1.000000000,2.739225220
PN-C02-012-D0003,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,73.136179378,74.136179378,1.000000000,2.710960471
PN-C02-012-D0004,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,98.136179378,99.136179378,1.000000000,2.672338325
PN-C02-012-D0005,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,123.136179378,124.136179378,1.000000000,2.710758107
PN-C02-012-D0006,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,148.136179378,149.136179378,1.000000000,2.688506079
PN-C02-012-D0007,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,173.136179378,174.136179378,1.000000000,2.698547302
PN-C02-012-D0008,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,198.136179378,199.136179378,1.000000000,2.690678653
PN-C02-012-D0009,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,223.136179378,224.136179378,1.000000000,2.665138680
PN-C02-012-D0010,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,248.136179378,249.136179378,1.000000000,2.612830688
PN-C02-012-D0011,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,273.136179378,274.136179378,1.000000000,2.615562557
PN-C02-012-D0012,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,298.136179378,299.136179378,1.000000000,2.654171178
PN-C02-012-D0013,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,323.136179378,324.136179378,1.000000000,2.639288185
PN-C02-012-D0014,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,348.136179378,349.136179378,1.000000000,2.644639387
PN-C02-012-D0015,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,373.136179378,374.136179378,1.000000000,2.632138913
PN-C02-012-D0016,PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,398.136179378,399.136179378,1.000000000,2.643397472
PN-C02-013-D0001,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,21.742163177,22.742163177,1.000000000,2.645317282
PN-C02-013-D0002,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,46.742163177,47.742163177,1.000000000,2.631584650
PN-C02-013-D0003,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,71.742163177,72.742163177,1.000000000,2.649743465
PN-C02-013-D0004,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,96.742163177,97.742163177,1.000000000,2.652528160
PN-C02-013-D0005,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,121.742163177,122.742163177,1.000000000,2.652509876
PN-C02-013-D0006,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,146.742163177,147.742163177,1.000000000,2.630360953
PN-C02-013-D0007,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,171.742163177,172.742163177,1.000000000,2.630620726
PN-C02-013-D0008,PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,196.742163177,197.742163177,1.000000000,2.636282538
PN-C02-014-D0001,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,19.210069997,20.210069997,1.000000000,2.674605393
PN-C02-014-D0002,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,44.210069997,45.210069997,1.000000000,2.670075562
PN-C02-014-D0003,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,69.210069997,70.210069997,1.000000000,2.636634973
PN-C02-014-D0004,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,94.210069997,95.210069997,1.000000000,2.647000410
PN-C02-014-D0005,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,119.210069997,120.210069997,1.000000000,2.610273661
PN-C02-014-D0006,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,144.210069997,145.210069997,1.000000000,2.635520843
PN-C02-014-D0007,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,169.210069997,170.210069997,1.000000000,2.654743600
PN-C02-014-D0008,PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,194.210069997,195.210069997,1.000000000,2.600254854
PN-C02-015-D0001,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,10.074728400,11.074728400,1.000000000,2.622626771
PN-C02-015-D0002,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,35.074728400,36.074728400,1.000000000,2.621757719
PN-C02-015-D0003,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,60.074728400,61.074728400,1.000000000,2.661516046
PN-C02-015-D0004,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,85.074728400,86.074728400,1.000000000,2.637209175
PN-C02-015-D0005,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,110.074728400,111.074728400,1.000000000,2.624423243
PN-C02-015-D0006,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,135.074728400,136.074728400,1.000000000,2.645611548
PN-C02-015-D0007,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,160.074728400,161.074728400,1.000000000,2.669265478
PN-C02-015-D0008,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,185.074728400,186.074728400,1.000000000,2.632469817
PN-C02-015-D0009,PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,210.074728400,211.074728400,1.000000000,2.643581607
PN-C02-016-D0001,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,5.195039963,6.195039963,1.000000000,2.142929160
PN-C02-016-D0002,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,30.195039963,31.195039963,1.000000000,2.621619165
PN-C02-016-D0003,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,55.195039963,56.195039963,1.000000000,2.621233084
PN-C02-016-D0004,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,80.195039963,81.195039963,1.000000000,2.632535260
PN-C02-016-D0005,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,105.195039963,106.195039963,1.000000000,2.686605975
PN-C02-016-D0006,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,130.195039963,131.195039963,1.000000000,2.627417655
PN-C02-016-D0007,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,155.195039963,156.195039963,1.000000000,2.616360604
PN-C02-016-D0008,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,180.195039963,181.195039963,1.000000000,2.616450420
PN-C02-016-D0009,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,205.195039963,206.195039963,1.000000000,2.663849425
PN-C02-016-D0010,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,230.195039963,231.195039963,1.000000000,2.639409309
PN-C02-016-D0011,PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,255.195039963,256.195039963,1.000000000,2.650819935
PN-C02-017-D0001,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,10.105894080,11.105894080,1.000000000,2.194407671
PN-C02-017-D0002,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,35.105894080,36.105894080,1.000000000,2.684018174
PN-C02-017-D0003,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,60.105894080,61.105894080,1.000000000,2.705511624
PN-C02-017-D0004,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,85.105894080,86.105894080,1.000000000,2.661093161
PN-C02-017-D0005,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,110.105894080,111.105894080,1.000000000,2.643620538
PN-C02-017-D0006,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,135.105894080,136.105894080,1.000000000,2.656249516
PN-C02-017-D0007,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,160.105894080,161.105894080,1.000000000,2.664783650
PN-C02-017-D0008,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,185.105894080,186.105894080,1.000000000,2.626281394
PN-C02-017-D0009,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,210.105894080,211.105894080,1.000000000,2.655228320
PN-C02-017-D0010,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,235.105894080,236.105894080,1.000000000,2.645148575
PN-C02-017-D0011,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,260.105894080,261.105894080,1.000000000,2.611247491
PN-C02-017-D0012,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,285.105894080,286.105894080,1.000000000,2.622482286
PN-C02-017-D0013,PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,310.105894080,311.105894080,1.000000000,2.649010814
PN-C02-018-D0001,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,21.750885207,22.750885207,1.000000000,2.697887883
PN-C02-018-D0002,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,46.750885207,47.750885207,1.000000000,2.697398576
PN-C02-018-D0003,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,71.750885207,72.750885207,1.000000000,2.717354591
PN-C02-018-D0004,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,96.750885207,97.750885207,1.000000000,2.717009850
PN-C02-018-D0005,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,121.750885207,122.750885207,1.000000000,2.695616060
PN-C02-018-D0006,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,146.750885207,147.750885207,1.000000000,2.746455274
PN-C02-018-D0007,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,171.750885207,172.750885207,1.000000000,2.740263963
PN-C02-018-D0008,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,196.750885207,197.750885207,1.000000000,2.715128064
PN-C02-018-D0009,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,221.750885207,222.750885207,1.000000000,2.625219890
PN-C02-018-D0010,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,246.750885207,247.750885207,1.000000000,2.595663819
PN-C02-018-D0011,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,271.750885207,272.750885207,1.000000000,2.639924676
PN-C02-018-D0012,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,296.750885207,297.750885207,1.000000000,2.667623282
PN-C02-018-D0013,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,321.750885207,322.750885207,1.000000000,2.630178525
PN-C02-018-D0014,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,346.750885207,347.750885207,1.000000000,2.637482851
PN-C02-018-D0015,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,371.750885207,372.750885207,1.000000000,2.665145003
PN-C02-018-D0016,PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,396.750885207,397.750885207,1.000000000,2.631479424
PN-C02-019-D0001,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,0.896903647,1.896903647,1.000000000,2.176283730
PN-C02-019-D0002,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,25.896903647,26.896903647,1.000000000,2.616877701
PN-C02-019-D0003,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,50.896903647,51.896903647,1.000000000,2.658362122
PN-C02-019-D0004,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,75.896903647,76.896903647,1.000000000,2.639843200
PN-C02-019-D0005,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,100.896903647,101.896903647,1.000000000,2.627341008
PN-C02-019-D0006,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,125.896903647,126.896903647,1.000000000,2.656640779
PN-C02-019-D0007,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,150.896903647,151.896903647,1.000000000,2.664289914
PN-C02-019-D0008,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,175.896903647,176.896903647,1.000000000,2.675751380
PN-C02-019-D0009,PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,200.896903647,201.896903647,1.000000000,2.668611469
PN-C02-020-D0001,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,12.765460705,13.765460705,1.000000000,2.685301897
PN-C02-020-D0002,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,37.765460705,38.765460705,1.000000000,2.662184346
PN-C02-020-D0003,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,62.765460705,63.765460705,1.000000000,2.643767925
PN-C02-020-D0004,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,87.765460705,88.765460705,1.000000000,2.628017273
PN-C02-020-D0005,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,112.765460705,113.765460705,1.000000000,2.637561564
PN-C02-020-D0006,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,137.765460705,138.765460705,1.000000000,2.625476843
