sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
PN-C01-007-A0130,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,258.000000000,260.000000000,2.000000000,0.474457604,0.000000000,0.000000000
PN-C01-007-A0131,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,260.000000000,262.000000000,2.000000000,0.498236315,0.000000000,0.000000000
PN-C01-007-A0132,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,262.000000000,264.000000000,2.000000000,0.474530146,0.000000000,0.000000000
PN-C01-007-A0133,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,264.000000000,266.000000000,2.000000000,0.459194229,0.000000000,0.000000000
PN-C01-007-A0134,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,266.000000000,268.000000000,2.000000000,0.462443017,0.000000000,0.000000000
PN-C01-007-A0135,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,268.000000000,270.000000000,2.000000000,0.469841723,0.000000000,0.000000000
PN-C01-007-A0136,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,270.000000000,272.000000000,2.000000000,0.462301256,0.000000000,0.000000000
PN-C01-007-A0137,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,272.000000000,274.000000000,2.000000000,0.482403154,0.000000000,0.000000000
PN-C01-007-A0138,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,274.000000000,276.000000000,2.000000000,0.496319881,0.000000000,0.000000000
PN-C01-007-A0139,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,276.000000000,278.000000000,2.000000000,0.486011800,0.000000000,0.000000000
PN-C01-007-A0140,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,278.000000000,280.000000000,2.000000000,0.495687927,0.000000000,0.000000000
PN-C01-007-A0141,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,280.000000000,282.000000000,2.000000000,0.448689822,0.000000000,0.000000000
PN-C01-007-A0142,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,282.000000000,284.000000000,2.000000000,0.457802751,0.000000000,0.000000000
PN-C01-007-A0143,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,284.000000000,286.000000000,2.000000000,0.500908030,0.000000000,0.000000000
PN-C01-007-A0144,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,286.000000000,288.000000000,2.000000000,0.452301942,0.000000000,0.000000000
PN-C01-007-A0145,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,288.000000000,290.000000000,2.000000000,0.476573003,0.000000000,0.000000000
PN-C01-007-A0146,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,290.000000000,292.000000000,2.000000000,0.486831658,0.000000000,0.000000000
PN-C01-007-A0147,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,292.000000000,294.000000000,2.000000000,0.447746471,0.000000000,0.000000000
PN-C01-007-A0148,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,294.000000000,296.000000000,2.000000000,0.489080745,0.000000000,0.000000000
PN-C01-007-A0149,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,296.000000000,298.000000000,2.000000000,0.489801358,0.000000000,0.000000000
PN-C01-007-A0150,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,298.000000000,300.000000000,2.000000000,0.479763932,0.000000000,0.000000000
PN-C01-007-A0151,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,300.000000000,302.000000000,2.000000000,0.479081728,0.000000000,0.000000000
PN-C01-007-A0152,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,302.000000000,304.000000000,2.000000000,0.492370963,0.000000000,0.000000000
PN-C01-007-A0153,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,304.000000000,306.000000000,2.000000000,0.466482423,0.000000000,0.000000000
PN-C01-007-A0154,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,306.000000000,308.000000000,2.000000000,0.495515060,0.000000000,0.000000000
PN-C01-007-A0155,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,308.000000000,310.000000000,2.000000000,0.451171534,0.000000000,0.000000000
PN-C01-007-A0156,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,310.000000000,312.000000000,2.000000000,0.491534659,0.000000000,0.000000000
PN-C01-007-A0157,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,312.000000000,314.000000000,2.000000000,0.451553474,0.000000000,0.000000000
PN-C01-007-A0158,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,314.000000000,316.000000000,2.000000000,0.472028905,0.000000000,0.000000000
PN-C01-007-A0159,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,316.000000000,318.000000000,2.000000000,0.464515771,0.000000000,0.000000000
PN-C01-007-A0160,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,318.000000000,320.000000000,2.000000000,0.448855163,0.000000000,0.000000000
PN-C01-007-A0161,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,320.000000000,322.000000000,2.000000000,0.437406707,0.000000000,0.000000000
PN-C01-007-A0162,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,322.000000000,324.000000000,2.000000000,0.464847761,0.000000000,0.000000000
PN-C01-007-A0163,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,324.000000000,326.000000000,2.000000000,0.448470637,0.000000000,0.000000000
PN-C01-007-A0164,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,326.000000000,328.000000000,2.000000000,0.456494962,0.000000000,0.000000000
PN-C01-007-A0165,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,328.000000000,330.000000000,2.000000000,0.437773201,0.000000000,0.000000000
PN-C01-007-A0166,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,330.000000000,332.000000000,2.000000000,0.456193597,0.000000000,0.000000000
PN-C01-007-A0167,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,332.000000000,334.000000000,2.000000000,0.442825296,0.000000000,0.000000000
PN-C01-007-A0168,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,334.000000000,336.000000000,2.000000000,0.450564292,0.000000000,0.000000000
PN-C01-007-A0169,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,336.000000000,338.000000000,2.000000000,0.445779010,0.000000000,0.000000000
PN-C01-007-A0170,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,338.000000000,340.000000000,2.000000000,0.429709886,0.000000000,0.000000000
PN-C01-007-A0171,PN-C01-007,DS02,pampa_norte,CAMPAIGN_01,340.000000000,340.780390749,0.780390749,0.443067925,0.000000000,0.000000000
PN-C01-008-A0001,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.019993431,0.000000000,0.000000000
PN-C01-008-A0002,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.020198028,0.000000000,0.000000000
PN-C01-008-A0003,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.016215252,0.000000000,0.000000000
PN-C01-008-A0004,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.019004832,0.000000000,0.000000000
PN-C01-008-A0005,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.019276524,0.000000000,0.000000000
PN-C01-008-A0006,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.020490995,0.000000000,0.000000000
PN-C01-008-A0007,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.018526401,0.000000000,0.000000000
PN-C01-008-A0008,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.018305586,0.000000000,0.000000000
PN-C01-008-A0009,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.017813378,0.000000000,0.000000000
PN-C01-008-A0010,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.016796449,0.000000000,0.000000000
PN-C01-008-A0011,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.020435561,0.000000000,0.000000000
PN-C01-008-A0012,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.018982924,0.000000000,0.000000000
PN-C01-008-A0013,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.017890760,0.000000000,0.000000000
PN-C01-008-A0014,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.017760754,0.000000000,0.000000000
PN-C01-008-A0015,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.021136468,0.000000000,0.000000000
PN-C01-008-A0016,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.019134203,0.000000000,0.000000000
PN-C01-008-A0017,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.019401684,0.000000000,0.000000000
PN-C01-008-A0018,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.021915586,0.000000000,0.000000000
PN-C01-008-A0019,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.019894045,0.000000000,0.000000000
PN-C01-008-A0020,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.021327264,0.000000000,0.000000000
PN-C01-008-A0021,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.017245283,0.000000000,0.000000000
PN-C01-008-A0022,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.019088524,0.000000000,0.000000000
PN-C01-008-A0023,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.020508344,0.000000000,0.000000000
PN-C01-008-A0024,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.020335954,0.000000000,0.000000000
PN-C01-008-A0025,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.020881955,0.000000000,0.000000000
PN-C01-008-A0026,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.020538270,0.000000000,0.000000000
PN-C01-008-A0027,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.018554140,0.000000000,0.000000000
PN-C01-008-A0028,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.019597033,0.000000000,0.000000000
PN-C01-008-A0029,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.018512133,0.000000000,0.000000000
PN-C01-008-A0030,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.020762812,0.000000000,0.000000000
PN-C01-008-A0031,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.022814022,0.000000000,0.000000000
PN-C01-008-A0032,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.018579578,0.000000000,0.000000000
PN-C01-008-A0033,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.018495833,0.000000000,0.000000000
PN-C01-008-A0034,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.020600313,0.000000000,0.000000000
PN-C01-008-A0035,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.019526950,0.000000000,0.000000000
PN-C01-008-A0036,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.019177129,0.000000000,0.000000000
PN-C01-008-A0037,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.021905671,0.000000000,0.000000000
PN-C01-008-A0038,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.018864502,0.000000000,0.000000000
PN-C01-008-A0039,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.021337101,0.000000000,0.000000000
PN-C01-008-A0040,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.023248743,0.000000000,0.000000000
PN-C01-008-A0041,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.021479407,0.000000000,0.000000000
PN-C01-008-A0042,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.023446571,0.000000000,0.000000000
PN-C01-008-A0043,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.019955388,0.000000000,0.000000000
PN-C01-008-A0044,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.020288342,0.000000000,0.000000000
PN-C01-008-A0045,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.021386012,0.000000000,0.000000000
PN-C01-008-A0046,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.024840048,0.000000000,0.000000000
PN-C01-008-A0047,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.025355746,0.000000000,0.000000000
PN-C01-008-A0048,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.023302698,0.000000000,0.000000000
PN-C01-008-A0049,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.024734167,0.000000000,0.000000000
PN-C01-008-A0050,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.025373331,0.000000000,0.000000000
PN-C01-008-A0051,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.026828649,0.000000000,0.000000000
PN-C01-008-A0052,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.023605201,0.000000000,0.000000000
PN-C01-008-A0053,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.023351543,0.000000000,0.000000000
PN-C01-008-A0054,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.024113036,0.000000000,0.000000000
PN-C01-008-A0055,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.027578394,0.000000000,0.000000000
PN-C01-008-A0056,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.023910683,0.000000000,0.000000000
PN-C01-008-A0057,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.026084799,0.000000000,0.000000000
PN-C01-008-A0058,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.030267252,0.000000000,0.000000000
PN-C01-008-A0059,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.025460982,0.000000000,0.000000000
PN-C01-008-A0060,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.027772113,0.000000000,0.000000000
PN-C01-008-A0061,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.028322689,0.000000000,0.000000000
PN-C01-008-A0062,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.029470927,0.000000000,0.000000000
PN-C01-008-A0063,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.027706955,0.000000000,0.000000000
PN-C01-008-A0064,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.031937014,0.000000000,0.000000000
PN-C01-008-A0065,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.029447120,0.000000000,0.000000000
PN-C01-008-A0066,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.027869987,0.000000000,0.000000000
PN-C01-008-A0067,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.028446229,0.000000000,0.000000000
PN-C01-008-A0068,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.031170857,0.000000000,0.000000000
PN-C01-008-A0069,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.028466596,0.000000000,0.000000000
PN-C01-008-A0070,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.031240127,0.000000000,0.000000000
PN-C01-008-A0071,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.031359815,0.000000000,0.000000000
PN-C01-008-A0072,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.028785937,0.000000000,0.000000000
PN-C01-008-A0073,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.032420337,0.000000000,0.000000000
PN-C01-008-A0074,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.036259516,0.000000000,0.000000000
PN-C01-008-A0075,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.037949069,0.000000000,0.000000000
PN-C01-008-A0076,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.035162410,0.000000000,0.000000000
PN-C01-008-A0077,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.039612650,0.000000000,0.000000000
PN-C01-008-A0078,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.036001015,0.000000000,0.000000000
PN-C01-008-A0079,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.034363811,0.000000000,0.000000000
PN-C01-008-A0080,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.041455430,0.000000000,0.000000000
PN-C01-008-A0081,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.037686079,0.000000000,0.000000000
PN-C01-008-A0082,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.039203135,0.000000000,0.000000000
PN-C01-008-A0083,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.040701307,0.000000000,0.000000000
PN-C01-008-A0084,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.039319572,0.000000000,0.000000000
PN-C01-008-A0085,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.038236913,0.000000000,0.000000000
PN-C01-008-A0086,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.042047451,0.000000000,0.000000000
PN-C01-008-A0087,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.047054615,0.000000000,0.000000000
PN-C01-008-A0088,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.045605482,0.000000000,0.000000000
PN-C01-008-A0089,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.040130458,0.000000000,0.000000000
PN-C01-008-A0090,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.048314379,0.000000000,0.000000000
PN-C01-008-A0091,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.048994253,0.000000000,0.000000000
PN-C01-008-A0092,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.048661512,0.000000000,0.000000000
PN-C01-008-A0093,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.048984133,0.000000000,0.000000000
PN-C01-008-A0094,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.054908674,0.000000000,0.000000000
PN-C01-008-A0095,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.047469351,0.000000000,0.000000000
PN-C01-008-A0096,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.050335289,0.000000000,0.000000000
PN-C01-008-A0097,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.053661623,0.000000000,0.000000000
PN-C01-008-A0098,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.056870291,0.000000000,0.000000000
PN-C01-008-A0099,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.053141732,0.000000000,0.000000000
PN-C01-008-A0100,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.053665205,0.000000000,0.000000000
PN-C01-008-A0101,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.061673462,0.000000000,0.000000000
PN-C01-008-A0102,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.057311111,0.000000000,0.000000000
PN-C01-008-A0103,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.061269856,0.000000000,0.000000000
PN-C01-008-A0104,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.059364239,0.000000000,0.000000000
PN-C01-008-A0105,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.062316120,0.000000000,0.000000000
PN-C01-008-A0106,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.060735746,0.000000000,0.000000000
PN-C01-008-A0107,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.065269731,0.000000000,0.000000000
PN-C01-008-A0108,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.067333279,0.000000000,0.000000000
PN-C01-008-A0109,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.068431815,0.000000000,0.000000000
PN-C01-008-A0110,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.067130222,0.000000000,0.000000000
PN-C01-008-A0111,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,220.000000000,222.000000000,2.000000000,0.067936060,0.000000000,0.000000000
PN-C01-008-A0112,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,222.000000000,224.000000000,2.000000000,0.074119461,0.000000000,0.000000000
PN-C01-008-A0113,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,224.000000000,226.000000000,2.000000000,0.076782664,0.000000000,0.000000000
PN-C01-008-A0114,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,226.000000000,228.000000000,2.000000000,0.083051358,0.000000000,0.000000000
PN-C01-008-A0115,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,228.000000000,230.000000000,2.000000000,0.082947039,0.000000000,0.000000000
PN-C01-008-A0116,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,230.000000000,232.000000000,2.000000000,0.079273957,0.000000000,0.000000000
PN-C01-008-A0117,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,232.000000000,234.000000000,2.000000000,0.081606852,0.000000000,0.000000000
PN-C01-008-A0118,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,234.000000000,236.000000000,2.000000000,0.087748560,0.000000000,0.000000000
PN-C01-008-A0119,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,236.000000000,238.000000000,2.000000000,0.085311237,0.000000000,0.000000000
PN-C01-008-A0120,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,238.000000000,240.000000000,2.000000000,0.080530985,0.000000000,0.000000000
PN-C01-008-A0121,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,240.000000000,242.000000000,2.000000000,0.086811077,0.000000000,0.000000000
PN-C01-008-A0122,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,242.000000000,244.000000000,2.000000000,0.089513233,0.000000000,0.000000000
PN-C01-008-A0123,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,244.000000000,246.000000000,2.000000000,0.092371650,0.000000000,0.000000000
PN-C01-008-A0124,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,246.000000000,248.000000000,2.000000000,0.093290823,0.000000000,0.000000000
PN-C01-008-A0125,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,248.000000000,250.000000000,2.000000000,0.089957835,0.000000000,0.000000000
PN-C01-008-A0126,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,250.000000000,252.000000000,2.000000000,0.094685756,0.000000000,0.000000000
PN-C01-008-A0127,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,252.000000000,254.000000000,2.000000000,0.100691524,0.000000000,0.000000000
PN-C01-008-A0128,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,254.000000000,256.000000000,2.000000000,0.098163834,0.000000000,0.000000000
PN-C01-008-A0129,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,256.000000000,258.000000000,2.000000000,0.101506727,0.000000000,0.000000000
PN-C01-008-A0130,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,258.000000000,260.000000000,2.000000000,0.100160399,0.000000000,0.000000000
PN-C01-008-A0131,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,260.000000000,262.000000000,2.000000000,0.106766091,0.000000000,0.000000000
PN-C01-008-A0132,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,262.000000000,264.000000000,2.000000000,0.104257646,0.000000000,0.000000000
PN-C01-008-A0133,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,264.000000000,266.000000000,2.000000000,0.116492127,0.000000000,0.000000000
PN-C01-008-A0134,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,266.000000000,268.000000000,2.000000000,0.114832077,0.000000000,0.000000000
PN-C01-008-A0135,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,268.000000000,270.000000000,2.000000000,0.105754748,0.000000000,0.000000000
PN-C01-008-A0136,PN-C01-008,DS02,pampa_norte,CAMPAIGN_01,270.000000000,272.000000000,2.000000000,0.113472349,0.000000000,0.000000000
