hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,50.000000000,136.340191746,-48.000000000
PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,100.000000000,136.340191746,-48.000000000
PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,150.000000000,136.340191746,-48.000000000
PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,200.000000000,136.340191746,-48.000000000
PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,220.000000000,136.340191746,-48.000000000
PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,0.000000000,153.198590513,-48.000000000
PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,50.000000000,153.198590513,-48.000000000
PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,100.000000000,153.198590513,-48.000000000
PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,150.000000000,153.198590513,-48.000000000
PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,200.000000000,153.198590513,-48.000000000
PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,220.000000000,153.198590513,-48.000000000
PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,0.000000000,175.000000000,-48.447386852
PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,50.000000000,175.000000000,-48.447386852
PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,100.000000000,175.000000000,-48.447386852
PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,150.000000000,175.000000000,-48.447386852
PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,200.000000000,175.000000000,-48.447386852
PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,220.000000000,175.000000000,-48.447386852
PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,0.000000000,196.801409486,-55.710402026
PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,50.000000000,196.801409486,-55.710402026
PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,100.000000000,196.801409486,-55.710402026
PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,150.000000000,196.801409486,-55.710402026
PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,200.000000000,196.801409486,-55.710402026
PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,241.395413034,196.801409486,-55.710402026
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,0.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,50.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,100.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,150.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,200.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,250.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,300.000000000,213.659808254,-59.503334999
PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,301.037090700,213.659808254,-59.503334999
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,0.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,50.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,100.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,150.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,200.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,250.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,300.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,350.000000000,225.194428908,-61.456988092
PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,373.740097885,225.194428908,-61.456988092
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,0.000000000,90.000000000,-52.000000000
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,50.000000000,90.000000000,-52.000000000
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,100.000000000,90.000000000,-52.000000000
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,150.000000000,90.000000000,-52.000000000
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,200.000000000,90.000000000,-52.000000000
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,250.000000000,90.000000000,-52.000000000
PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,254.493372249,90.000000000,-52.000000000
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,0.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,50.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,100.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,150.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,200.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,250.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,300.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,350.000000000,270.000000000,-61.129795474
PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,388.009230643,270.000000000,-61.129795474
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,0.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,50.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,100.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,150.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,200.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,250.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,300.000000000,0.000000000,-59.455882787
PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,330.990818355,0.000000000,-59.455882787
PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,0.000000000,180.000000000,-52.000000000
PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,50.000000000,180.000000000,-52.000000000
PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,100.000000000,180.000000000,-52.000000000
PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,150.000000000,180.000000000,-52.000000000
PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,200.000000000,180.000000000,-52.000000000
PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,235.629792124,180.000000000,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,0.000000000,48.576334375,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,50.000000000,48.576334375,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,100.000000000,48.576334375,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,150.000000000,48.576334375,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,200.000000000,48.576334375,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,250.000000000,48.576334375,-52.000000000
PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,280.452324848,48.576334375,-52.000000000
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,0.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,50.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,100.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,150.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,200.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,250.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,300.000000000,228.576334375,-52.094979020
PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,300.940949229,228.576334375,-52.094979020
PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,0.000000000,131.423665625,-52.000000000
PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,50.000000000,131.423665625,-52.000000000
PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,100.000000000,131.423665625,-52.000000000
PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,150.000000000,131.423665625,-52.000000000
PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,200.000000000,131.423665625,-52.000000000
PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,245.779851689,131.423665625,-52.000000000
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,0.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,50.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,100.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,150.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,200.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,250.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,300.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,350.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,400.000000000,311.423665625,-67.045652247
PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,445.301606372,311.423665625,-67.045652247
